num_0,num_1,num_2,cat_3,cat_4,cat_5,ord_6,ord_7,bin_8,bin_9,target
16.725723868377035,-8.614434294642864,-10.988570121925461,C,D,D,Low,Low,0.0,1.0,1
4.190190093660452,0.9748893902369684,14.933940953192465,D,C,A,Medium,High,1.0,0.0,1
-7.050118557584089,-2.2666220372399954,-12.544674862830407,D,D,A,Low,High,1.0,1.0,0
-0.5576907765770601,6.491477210704204,-20.841122089572192,B,B,D,Medium,Low,1.0,0.0,0
5.583269125217224,-45.32595259470423,21.206646818311196,C,D,B,Medium,Medium,1.0,0.0,1
0.7600539141241149,17.18439615602714,-0.9285427015992958,C,D,D,Low,Low,1.0,1.0,1
5.387559924463692,-12.896760979610558,8.947545765248071,D,B,A,High,High,0.0,0.0,0
-9.206735930793663,12.537347862197345,7.329392371287647,C,D,C,Low,Low,0.0,1.0,0
1.69360824036078,-7.648492283081031,10.453982102475798,D,C,B,High,Medium,0.0,0.0,1
-14.137144969049801,-17.95982734584023,5.911333463459686,B,C,B,Medium,High,1.0,1.0,0
-1.1122606134870032,2.378751563488674,5.973834232296121,B,C,B,Medium,Medium,1.0,0.0,1
-9.039076414647898,-2.5460798601388355,-23.40006376502143,D,B,A,Low,Medium,1.0,1.0,0
-7.355299425897666,-11.096093679030307,-9.636196574058971,A,D,B,Low,Low,0.0,0.0,1
12.360931752104374,-16.81376891715264,-26.278469942683905,B,D,B,Low,High,1.0,1.0,0
10.91310120594269,-0.0836078727145676,-8.199208001745127,C,C,C,Medium,High,0.0,1.0,0
6.09138120907177,9.758368916238178,-5.330489004962988,D,D,B,Low,High,1.0,1.0,0
-10.92312764672579,5.849534930864443,-1.1657884527973676,D,C,A,High,Medium,0.0,1.0,0
-3.164084496948019,0.5670664883926549,-9.477328298858383,B,,B,High,High,0.0,1.0,0
12.130976999791834,4.788475732177351,-3.5242763200176763,D,C,A,Medium,Medium,1.0,1.0,0
1.4171691363990475,-0.27214132377857003,-5.178918024744212,B,B,C,Medium,High,1.0,0.0,0
23.193295399816943,-14.297242430303712,3.454142898152523,D,A,C,Low,Low,1.0,1.0,0
3.933178393943719,-14.208939852234433,7.591255412298461,B,A,B,Low,Medium,0.0,1.0,0
1.9204911649003158,-2.0316852898467888,2.1420760577784206,C,D,D,High,Low,1.0,1.0,0
-3.0911646420250136,-1.6065328636607445,6.303108424580324,A,C,C,High,Low,0.0,0.0,0
1.335409047822823,8.509826785067652,1.9083988252341542,A,A,B,Medium,Low,1.0,0.0,1
-1.524698363805439,7.5730422377474715,11.870026683748595,A,A,C,Low,Low,1.0,0.0,0
7.081086766885905,6.0513301575894936,18.641468989392433,A,D,C,Low,Medium,0.0,1.0,1
9.567023167945841,-2.8028271307718073,-24.46258179915583,B,B,A,Low,High,1.0,0.0,0
-7.859894605079495,-13.806521701101396,11.332047177615541,D,D,D,Low,Medium,0.0,0.0,1
-13.312329535577781,4.120711370660239,-12.896007746073543,A,D,A,High,Low,0.0,1.0,0
-18.362053731032965,5.251693132621684,1.8579862580662194,D,C,B,Low,Low,1.0,1.0,0
5.079913269125437,-23.88531462477686,2.6135523349626837,B,B,B,High,High,0.0,1.0,0
-11.033666061738735,-8.343381865826627,6.084361254683594,B,D,A,Medium,Low,1.0,0.0,0
-21.52890592952483,-6.91054377393896,-0.5093543531601611,A,A,D,Low,Medium,1.0,0.0,0
3.885786045309641,1.1835020112343628,-0.048807442527805354,C,A,D,High,Medium,0.0,0.0,1
24.929995174327907,-8.033604327656938,3.433964283995628,A,D,D,High,Medium,0.0,0.0,1
-0.060709115398933235,-0.3813456882464037,-3.461418285974127,D,C,C,High,Medium,0.0,0.0,1
8.384907744516418,-2.1053494035299196,-18.9945525162808,A,C,B,Low,Low,0.0,0.0,0
0.8182935854756501,-1.5914947153772794,-0.017536548817415176,B,D,C,High,High,0.0,0.0,0
-0.9888965319114267,-7.163942937007461,-7.48828625700889,B,B,A,High,Medium,1.0,0.0,0
9.190764829877686,-6.389850540666776,-8.342836804291641,D,C,D,Medium,Low,0.0,0.0,0
-2.9027454418865135,-10.802670597806927,-9.315676297753198,D,A,C,Low,Medium,0.0,0.0,1
2.6739231407190296,3.80067440573832,-19.712537091064803,D,B,D,High,High,0.0,1.0,1
3.2169780619601362,5.711026285913682,-3.996714592583262,,D,C,High,Low,1.0,0.0,0
-6.6809045364304875,-7.706179501253389,0.007982686524411264,A,B,B,Low,Medium,1.0,1.0,1
9.920423495365227,15.206400960170445,7.680104093807784,C,C,D,Low,High,0.0,1.0,0
-1.7495975669540864,-3.1460144744204888,-5.907288248442352,D,C,C,High,Low,0.0,0.0,1
-7.557451594928447,15.301856237965607,15.775161516575132,C,A,A,Low,Low,0.0,0.0,0
5.365098435704035,-6.421271738316033,5.8375758822605555,C,D,C,Low,Medium,0.0,0.0,1
-8.984679817910372,-20.265777765994354,-11.210859587610038,B,B,A,Low,Low,0.0,0.0,0
0.28181157369128246,4.021978249123513,-4.8828434301036845,C,B,A,Low,Low,1.0,0.0,1
-0.09118996644203543,2.485451051189872,20.215436446951273,B,B,D,Low,Medium,0.0,1.0,0
10.85895565831578,0.34393795307583075,7.599524183793762,D,B,B,High,Medium,1.0,1.0,1
4.746982328799528,-6.422324784439893,-5.268843351804245,B,A,A,High,Low,1.0,1.0,1
-0.2502695874514392,-0.34572225485819014,8.926561575263237,D,A,A,Medium,Medium,0.0,1.0,1
8.17766299200287,-5.112594578695273,-12.612164017527226,A,A,B,Medium,Medium,1.0,1.0,1
13.902075490173134,-3.0234956633175063,-5.526771850323967,C,C,B,Low,Low,0.0,1.0,0
5.578103063518622,8.416322557650751,-23.29944708128604,D,A,B,Low,Medium,1.0,0.0,0
0.10352619843380607,1.8421722953009347,6.037048942754083,A,A,A,High,High,1.0,1.0,1
-13.118362323501596,6.099513873319773,-11.655585314022792,A,D,B,Medium,Low,1.0,0.0,1
-10.651136630753726,-2.318685066257899,-0.8057763518009374,D,D,A,Low,Low,0.0,1.0,1
-3.0522470435466764,-3.4201734580477505,-15.46435533396997,B,D,A,Low,High,1.0,1.0,1
-6.0951220215928315,-11.534825308886436,2.0041591220481667,D,D,A,Medium,Medium,0.0,1.0,1
-1.8697130298544602,-3.7003661256819695,-0.7415669128212112,C,A,B,Medium,Medium,0.0,1.0,0
0.5664992489710716,-33.21114555589139,-14.738369918509411,A,A,A,Low,Medium,1.0,0.0,1
5.296927543567308,-5.902219663056348,-4.77338225202013,B,C,D,Medium,Low,1.0,0.0,0
-0.7049877805909122,-0.8187417719083905,1.331972558275565,D,B,A,Medium,Medium,1.0,1.0,1
4.865016438262019,5.63673654270156,4.4518054289814195,D,B,B,Medium,Medium,1.0,0.0,1
0.6447441481012024,-2.6867787752495675,15.833016543618111,A,D,B,High,Low,1.0,1.0,1
-19.754665663538713,3.4767354224499942,12.178748035624515,D,C,A,Low,Low,0.0,1.0,0
-9.393353938187543,-21.797886613902456,-6.950507834175662,C,A,A,Medium,Medium,1.0,0.0,0
-1.4408755572161547,-0.5683685220694974,-7.072477802632811,,B,A,Medium,High,0.0,1.0,0
-12.096947428411076,-16.795027929134033,-14.306396635255389,C,D,D,Low,Low,0.0,1.0,1
5.999287299962045,-12.083035156593327,-10.09739013233213,A,D,B,High,High,0.0,1.0,1
15.307508323436974,-1.8716554786386093,8.601554100590404,B,B,D,Low,High,1.0,0.0,1
12.187618516973167,12.762639878735545,-15.891164182836324,A,B,B,Medium,Low,0.0,0.0,1
-2.13442870930208,3.7120676347005874,-1.5492820364735533,A,B,C,Medium,High,1.0,0.0,0
14.90726136849952,0.1823099713711716,-3.0155004203498597,C,A,B,Low,Medium,0.0,0.0,0
1.4866745720211156,-0.19530389467102202,-7.578339497728761,B,B,A,High,High,1.0,1.0,0
-3.3708597111803935,-7.136288932044673,-13.0231791230261,A,C,B,Low,Medium,1.0,0.0,0
-6.1340266354093975,-5.439834133726836,-18.943511954213832,C,C,B,Low,Low,0.0,1.0,0
-3.0246968648812835,4.273760454707972,-12.933265588194251,C,B,C,Low,Medium,0.0,0.0,0
-3.8817681854122874,-13.853605184444945,-0.8310408697244778,B,A,C,High,Low,0.0,1.0,0
1.704162223754877,5.930540502830212,5.9765733855051675,D,D,D,Low,High,1.0,0.0,1
1.6057398104986458,-3.8850706711885277,16.11931505752672,D,B,D,Low,Low,1.0,0.0,1
0.030460201534144693,8.255570748695654,3.344833428249796,A,B,A,Low,Medium,1.0,0.0,0
4.369381697463498,9.610934572320833,5.927763635211717,D,B,D,Medium,Low,1.0,0.0,1
11.906462747863413,-16.7308401250574,16.082160464089547,B,C,D,High,High,1.0,,1
9.495541354413238,-5.815807632272181,3.3832921018178346,D,C,C,Medium,High,0.0,0.0,0
,-8.555276879406238,9.830788108132007,B,D,A,Medium,Medium,0.0,1.0,1
-25.53921134901955,-18.12727965073143,-3.7959188455924635,A,A,A,Low,Medium,1.0,0.0,0
9.343199112392737,-10.325332762094106,7.2125108877196,D,B,D,Medium,Low,0.0,0.0,1
-13.668786984154211,24.4125584526534,2.0999748567734957,B,B,A,Low,Medium,0.0,1.0,0
-2.2476540189268355,6.095098962124402,-2.4184399168533393,B,B,A,Low,Low,1.0,0.0,0
-11.701130260593596,,15.472022163313866,B,D,C,Low,Medium,1.0,1.0,0
-18.0198043758002,8.290984400183357,-12.030914287667237,C,B,D,Medium,High,1.0,0.0,0
5.4146272820478805,-7.418431610084754,-8.59911195741209,A,C,A,High,High,0.0,1.0,1
7.591551603026469,-3.81771196674043,11.776046776172729,B,A,D,Low,Medium,1.0,0.0,0
-5.765104007267194,5.884361802403073,9.71149057566674,C,C,D,High,Low,1.0,1.0,0
-25.910422921449097,4.375062034730363,0.1269709617211363,C,B,A,High,High,0.0,1.0,1
-5.462444482524828,-5.773420157083338,3.396936897262657,B,D,B,Medium,Low,1.0,1.0,1
3.918040054025465,-15.09993170579207,5.173840129106741,A,C,A,Low,High,0.0,0.0,1
-14.789115687741287,32.87761187388739,3.650156111877453,D,A,B,Medium,Medium,1.0,1.0,1
1.8335991977915564,-1.4114967234280567,2.4115610016203055,C,D,C,High,Medium,1.0,1.0,0
-0.15309849172995557,-3.2573889318261995,-8.404710801179233,B,B,D,High,Medium,1.0,1.0,1
5.792914996010884,1.1333446390530184,,A,B,B,High,High,1.0,0.0,1
1.1958036841415325,-2.427285893110286,-2.0405139749160934,A,D,D,Low,Medium,1.0,0.0,0
-9.730689408815556,1.227289077054837,-9.905771315116752,B,C,C,Low,Medium,1.0,0.0,1
11.965715016644914,12.869472861164192,1.3409695891299451,C,C,C,Medium,Medium,1.0,0.0,0
-1.5852957302697002,-1.2454847968642377,3.4321309794711237,D,D,B,High,Low,0.0,1.0,1
-0.2730453950993186,-11.627104393277614,3.9535493568264393,A,C,C,Low,Medium,0.0,0.0,0
-9.33267959073196,-1.6164379447861092,9.727853039299209,D,A,D,High,Low,0.0,0.0,1
-4.432822511915103,-4.644017814099108,-3.798083801019676,A,D,C,Low,Low,1.0,0.0,0
-8.848027140269009,14.238989372468513,-0.6515689606077244,A,A,C,Medium,High,0.0,,1
-1.7294605992342298,11.711190647375707,-8.439528217701625,A,D,B,High,Medium,0.0,0.0,1
17.117084801423434,1.0752500043079882,2.3371840387838154,C,A,C,Low,High,0.0,1.0,0
-13.719011429313564,-12.787358548192564,-8.586496290067306,C,B,A,Medium,,0.0,0.0,1
-16.13561397876741,-12.258922634399458,-5.899166583407936,B,B,D,Medium,Low,0.0,0.0,1
14.711703274936085,0.15123261584553638,9.83451390288347,D,C,B,Low,High,1.0,,0
-2.093236771518661,3.363229693212808,1.364798237881422,,D,A,Medium,Low,0.0,0.0,1
-6.690727386599166,-3.7462281932605492,14.245659406703169,B,B,B,Low,Medium,0.0,0.0,0
10.399046873960764,-4.801695842072341,11.767175282625644,C,D,A,High,High,0.0,0.0,1
-6.0561553973686415,-5.927992331786469,2.157438556305125,D,D,C,Medium,Medium,1.0,0.0,1
18.260097135469362,-0.2339396024394622,3.5371104358390157,B,A,A,High,High,1.0,0.0,1
6.779258713392691,-23.82762352073065,-2.3849575819289184,A,B,A,Low,Medium,0.0,0.0,0
-4.879114081457026,-11.0132662876971,10.439074078642916,D,C,A,High,Low,1.0,1.0,1
21.573082132655035,-6.2705084544735055,3.631244541050144,C,C,D,Medium,Low,1.0,0.0,1
-6.057149230033384,12.075031949519206,9.095609332377823,D,C,B,Medium,High,0.0,0.0,1
7.4209537200930695,-8.138136419289294,-6.468645237195752,A,D,C,Medium,Medium,1.0,0.0,0
2.992925804064919,1.8046814183120645,-13.610733999761408,C,C,C,Medium,Medium,0.0,1.0,1
13.01741289398798,2.2654275093099603,5.022545958786996,C,D,D,Low,Low,1.0,0.0,0
15.615111967268527,12.979165056607622,7.0279310858108754,B,B,D,High,High,1.0,1.0,1
0.32004149065766624,12.625774069641501,0.7518957818078681,C,D,D,Low,Medium,1.0,0.0,0
-7.534178703461834,-0.5750296879491636,5.78616397737941,B,C,A,Medium,Medium,0.0,0.0,0
4.599721429391164,-4.754847411894429,-8.51999920855544,C,B,D,High,Low,1.0,0.0,1
-6.777153697521062,-6.6383310282569035,9.392980033564944,A,C,D,Medium,Medium,1.0,1.0,1
20.13387247526623,-2.410632224657809,11.717187115197705,A,D,A,High,Low,1.0,1.0,0
1.3653533108273743,-4.3403335432359995,10.206817844959598,A,D,B,High,High,1.0,0.0,0
-3.653215513121087,5.536274093582319,1.2396856615548493,A,C,D,Medium,Medium,1.0,1.0,0
1.8468030586490842,4.203098174852043,11.864940400660192,A,B,D,Low,Medium,0.0,0.0,1
-13.471262895296965,5.918011911450157,-11.428681235315288,D,D,A,Medium,Low,1.0,0.0,1
-9.716140385106515,12.592837114361684,5.734721369151442,A,A,A,High,Low,1.0,1.0,0
12.004139079444254,18.62869121400177,7.164500920346047,C,A,A,Low,Medium,0.0,1.0,0
-6.568942789713957,1.2466339340755688,5.012417140510957,B,A,B,Low,Low,0.0,1.0,0
-10.469109826819397,10.994637713956532,-9.40369947733188,D,A,D,Low,Low,0.0,1.0,0
5.366527525272861,-3.516601838342152,2.2935805938499096,C,C,D,Low,High,1.0,0.0,0
11.857041546629969,11.850069835830157,-2.561020069142284,A,D,A,High,Low,0.0,0.0,1
7.189533106650668,10.615091571758441,-19.573993676726747,A,B,A,High,Medium,1.0,0.0,0
9.960476858058163,10.084159699429913,-11.777139203281193,C,A,D,Medium,Low,1.0,1.0,0
-7.567950885694607,0.9406984119152385,11.612581733099088,D,C,D,High,Medium,0.0,0.0,1
-14.218106667418438,-6.683581639908888,-3.9791441861348287,B,B,D,Medium,,0.0,1.0,1
15.013336519554867,-13.945284378654765,10.561305319991199,B,C,A,High,Low,0.0,,1
-3.2267983884213574,-0.40037207521099283,11.436508108170804,B,D,B,Medium,Medium,1.0,1.0,1
-2.5083301645504736,15.330125422491829,5.462407586133075,B,A,B,Low,High,1.0,0.0,1
13.281941418490579,-3.098449013640731,-6.14431130500704,A,B,D,Low,High,1.0,0.0,0
5.562300094006599,7.851265854600546,9.442345804856139,D,B,C,High,Medium,1.0,1.0,1
4.558877720816076,8.439514005189311,2.1355632260131334,A,C,B,Low,High,0.0,1.0,0
21.65002344901084,-2.836862209271728,0.446679336250836,D,C,C,Medium,Low,1.0,0.0,0
-6.4351823038014295,13.163448375195195,-9.116069504251417,B,D,C,Medium,Low,1.0,1.0,1
9.278401280812371,-29.086607444805036,-5.0078234868709695,C,B,D,Low,Low,0.0,1.0,1
0.570131248970845,-12.22750278738175,-8.97055095274249,C,A,A,Low,Medium,0.0,1.0,1
2.685922788632569,-9.156322963584598,9.59130168960186,A,A,C,Low,Low,1.0,1.0,1
15.284684264125318,-8.197150228673898,15.343692712501893,C,B,D,High,Low,1.0,1.0,1
5.078357562896238,3.362629511858955,9.23685432487498,A,B,A,Medium,Medium,1.0,1.0,0
5.3829607904963295,2.9003780305390188,1.9892287690485277,A,D,B,High,High,0.0,1.0,0
10.725073373098022,3.939905721750079,-3.0683775936232798,D,A,D,High,Low,1.0,1.0,1
-3.6495272954288533,5.96081494132487,4.764161863146679,B,A,B,Medium,Medium,1.0,0.0,0
-8.392096673390064,-9.501045691456493,-4.170760136606015,B,C,D,Medium,High,0.0,1.0,1
-10.448091940210336,-12.181760668073188,-0.31361871748224723,B,C,C,Medium,High,0.0,1.0,0
-19.66356589376002,3.9631968200786294,-8.21467931440074,B,A,A,High,High,0.0,1.0,0
20.56207129940322,-6.302320736464391,6.506408423972026,D,B,C,Medium,Low,1.0,0.0,1
-11.03208365721683,-15.704750453679706,7.009082539536109,B,B,D,Low,High,0.0,1.0,0
-2.21253623585772,9.713442845414814,9.08855635993191,B,C,D,Medium,High,0.0,1.0,0
-2.7681329988892065,13.951019065022976,5.577856087405678,C,B,C,High,High,0.0,0.0,1
3.0740669780910075,15.571608896986593,4.879701405896952,B,D,D,Low,Low,1.0,0.0,1
8.157372125392968,1.870077214747203,-10.438220326805395,B,B,B,Low,Medium,0.0,0.0,1
8.604734883597454,6.259320959729026,-10.8567673060064,A,B,C,High,High,0.0,1.0,0
-5.830774385689384,13.698682233619108,3.310561930842095,A,B,A,High,Medium,0.0,1.0,1
-1.671217137864115,-6.414157900234342,11.008978972324519,B,C,B,Medium,High,1.0,0.0,1
2.8257995048829967,11.10677684054092,-2.6723153491443137,A,B,B,Low,High,0.0,1.0,0
-2.4869112618354707,2.7539623414320866,0.05608783455156331,C,A,D,Medium,Low,0.0,0.0,0
16.073455760199927,9.13711652342591,0.15996078777228556,C,C,C,Low,High,1.0,1.0,1
4.909749516382513,1.8609302087593527,-18.432883382715143,C,B,D,High,High,1.0,1.0,1
7.348777860498174,12.962567097480019,2.4042441869480915,D,B,C,Low,Medium,0.0,0.0,0
6.628812686674127,2.2352376254153685,-5.498520281060788,C,D,C,Low,Low,1.0,0.0,1
11.73473857485325,-14.839790594674175,6.1108043089395645,B,B,A,Low,Medium,0.0,0.0,0
1.8102155870370695,14.51926632314722,-0.3133728992714018,C,C,D,Medium,Medium,1.0,1.0,0
-12.968319479558465,-9.47530740972112,-1.7926253567047583,C,B,C,Low,Medium,1.0,1.0,0
3.9968795175264162,12.530582102439142,-1.5747903887834447,C,C,A,Medium,Medium,1.0,0.0,0
-6.51356893791829,-0.9024288144032204,-3.270196453580673,C,A,C,Low,Low,0.0,0.0,0
-5.286166817497568,11.760109851977065,-13.615483417500219,A,B,D,Medium,High,1.0,1.0,0
5.863640187550932,11.34768614866765,9.53348561334727,C,C,C,Medium,Low,0.0,1.0,1
12.382830714336357,4.301429743153713,-6.339039467738709,C,A,B,Low,High,1.0,1.0,1
0.21271576736061648,5.085353176271308,-4.67752243509841,A,C,D,High,High,0.0,1.0,0
3.088330125989638,4.2262861719256595,0.7906545442650872,A,B,B,High,Medium,1.0,0.0,1
17.02214944635238,-20.13824756281078,-11.155529888714744,D,C,A,Low,High,0.0,0.0,1
2.4075317948856827,1.1833021889820219,-4.990797587059835,B,B,C,Low,Low,0.0,0.0,0
26.016831141803948,-11.16064176071895,19.164930184902442,D,C,D,High,High,0.0,0.0,0
5.655096456315442,1.7118714374566293,3.36734364689776,A,A,A,Medium,Low,0.0,1.0,0
-17.607627591558177,-11.429425463832155,-8.578028261655085,A,B,B,High,Low,0.0,0.0,0
7.533416211045325,-11.849519412260749,-20.813397153316608,A,A,B,High,Low,1.0,1.0,0
3.8115838488277776,16.049345017539018,10.01394242932492,D,B,B,High,High,0.0,0.0,0
12.897527540827456,10.694473881241898,-10.120832791929004,C,C,B,Medium,Medium,1.0,1.0,1
6.731813512699584,-0.04142584944154457,-5.42869759903303,B,A,A,High,Low,1.0,0.0,0
-1.3845598398377381,1.847686502490239,-4.162342819624995,B,B,C,Low,Medium,1.0,1.0,1
-12.242982362893658,-2.4791602574300886,-9.13129306283347,C,A,A,Low,Low,1.0,0.0,0
-2.090232572860253,5.698763759795229,-0.7623631327830173,B,D,C,Medium,High,1.0,0.0,1
-8.505204542093,-6.760543665488049,-5.514111820985096,C,A,D,Low,Low,0.0,1.0,1
-5.805234498047227,9.937402628679573,6.111337683260755,D,B,B,Medium,High,1.0,0.0,1
5.885784044206096,-2.5308684101411085,1.4055169765179545,A,C,A,High,High,0.0,1.0,1
16.69904504351406,-4.198469958312289,14.321285401575013,C,D,D,High,High,0.0,0.0,1
3.946715298229811,0.217130184848427,14.523518415472946,C,D,C,Low,High,1.0,1.0,1
-11.958830620351844,-5.911468299256105,-9.548168894277394,A,D,D,Low,Medium,0.0,1.0,0
4.446026682201407,3.2868234949648296,-3.2701520326282614,A,A,D,High,High,1.0,1.0,0
11.96631486645651,-5.3736258931339975,21.543057473763202,B,B,C,High,Low,0.0,0.0,0
-6.097829043193822,4.685236028188361,-11.584594930218472,C,A,D,Low,Medium,0.0,1.0,1
-1.340171666729177,12.160065389114765,7.976252851784691,A,D,B,Medium,Medium,1.0,1.0,0
0.14688194729197093,-7.193216868081737,5.4799788193632,B,D,C,Medium,Medium,0.0,0.0,0
-7.8489831308224005,-1.305754572951713,-8.489497213083549,D,D,C,Medium,,0.0,0.0,0
6.482804338438591,4.613307130354217,-8.006988115497597,C,A,A,Low,Low,0.0,1.0,1
,-4.358573549814069,18.44943862201444,D,D,D,Medium,High,1.0,1.0,1
4.195324439070277,4.643205608266651,18.249526232767998,A,C,B,Medium,Low,1.0,0.0,0
-8.874921778021001,5.553988606517399,4.299156404231045,,B,B,High,High,0.0,1.0,1
-4.374583003234104,10.83261776294304,-13.862043258416367,C,D,C,High,Medium,0.0,0.0,1
7.2238135782777135,-6.05990046084912,12.568578697058898,D,B,D,High,Medium,1.0,1.0,1
-3.7283315209176697,-9.427752402304746,-13.904352947766993,A,A,C,,Medium,0.0,0.0,0
17.26963851233405,-3.075773895637438,7.151990253065201,C,D,B,High,Medium,1.0,1.0,0
-3.9963618561460237,-9.677523395470999,-16.19262274140101,C,C,B,Low,High,1.0,1.0,1
2.2468472575188594,5.644982040474971,0.07618503386573995,C,D,B,Medium,Medium,0.0,1.0,0
9.3259083187309,-11.617513001764113,8.849807829023899,A,C,C,Medium,High,1.0,1.0,1
-14.183657329330316,23.330164182526882,-28.253584110314343,A,C,D,Low,Medium,1.0,0.0,1
-17.60808811980776,12.959278615737507,-5.28379110451363,C,B,D,Medium,Low,0.0,0.0,0
-15.256563145700948,0.12575769600314238,1.5331195067806318,B,B,C,Medium,Medium,1.0,1.0,1
12.62584103427182,8.67394492997976,-3.4418044650899082,C,A,B,Medium,High,0.0,1.0,1
-5.5185814589244675,-16.368018643107916,-6.710745754265349,C,C,D,High,High,0.0,0.0,1
25.581992856682522,25.23373331399558,-1.3347546934255479,C,C,B,High,Low,1.0,0.0,0
-5.642475986573886,-5.902146122004895,10.37523823136868,B,B,C,Low,High,1.0,1.0,1
1.8455130319703696,-1.204974138993595,13.689549069789258,D,A,D,High,Low,0.0,1.0,0
15.421099525678756,-18.559332871884365,7.050211646736846,A,B,D,Medium,Medium,1.0,1.0,1
20.06092888159123,4.862873047408947,15.533612612143681,A,B,C,Low,Medium,0.0,0.0,0
20.615035766363977,-11.063441570771088,-5.347805709507661,D,A,C,Medium,Medium,0.0,1.0,1
12.083662305931425,1.016557615660292,5.967846571944206,C,C,D,Medium,High,0.0,1.0,1
10.240625258114624,-5.442744329245381,-10.188465407861306,C,C,A,Low,Medium,0.0,1.0,0
5.9252694920118305,-10.777439349303435,29.311244484378484,A,A,B,Medium,Medium,1.0,0.0,1
7.783610761666377,-8.043615017626172,1.0014706269493994,C,C,A,Low,Medium,0.0,1.0,1
-5.511857163285335,2.257880340855212,8.041069310388165,D,A,D,Low,Medium,1.0,0.0,1
-8.181988834223072,-12.814909728688244,-17.62464907734634,A,A,A,Medium,Medium,0.0,0.0,0
-0.03374457410952052,-7.48811671023577,7.813345459121113,B,B,C,Medium,High,0.0,1.0,0
-1.7018462252492843,6.632733812644779,1.1369923902976715,C,C,B,Medium,High,0.0,1.0,1
-4.532280493272752,26.02479874874313,4.641049001940562,D,C,C,Medium,High,0.0,0.0,1
6.963874474567153,4.775888195530048,0.13572182024650706,A,A,C,Low,High,1.0,1.0,0
9.553052085705108,-9.172616421772874,-1.197971674507089,A,B,C,,Medium,0.0,1.0,0
0.8840688629184735,-3.67114170072311,-3.0814857422591797,B,B,C,Medium,High,0.0,1.0,0
14.775300810552618,0.3158900615257829,-0.8965757791071728,C,C,B,Low,Low,1.0,0.0,0
-11.41689114133505,-3.494249506357074,14.682752584572885,B,D,D,High,Medium,0.0,0.0,1
-1.936594592797181,9.03058166736933,-3.6738328942154705,D,A,D,Low,Medium,1.0,1.0,0
-7.168223206028049,2.1747348301422456,22.58783753519518,A,C,B,High,Low,0.0,0.0,0
-18.6653661707306,9.078523849098701,0.6137689772242083,A,C,C,High,High,0.0,0.0,0
-0.8268068584269925,-3.1444379029762937,13.999670297604737,B,D,A,High,Low,0.0,1.0,0
-1.2174750838328354,13.255002197212566,11.43926105755259,B,D,D,Medium,High,0.0,0.0,0
15.134497432421309,-1.664855842815459,-15.634368812265052,B,B,C,High,Low,0.0,1.0,1
6.308116845547776,-9.711898691379917,-13.518676674322075,C,B,A,High,Medium,0.0,0.0,0
-10.24186824329205,21.773203810422213,-6.782307732072272,A,B,,Low,High,0.0,1.0,1
18.540925663341884,-18.249777469611168,-15.43683705311225,C,B,C,Medium,High,0.0,0.0,1
12.21033695525353,-7.387387253049276,-4.130621859998013,,A,B,Low,High,0.0,1.0,1
5.820977034686158,-6.270278518303946,0.281179555984877,C,D,C,Medium,Medium,1.0,0.0,1
-2.264840988498319,25.083062730565633,6.4860946678892955,B,C,B,Medium,High,0.0,0.0,1
-9.594392367234798,18.068588841465115,1.8057641457767883,D,B,A,Medium,Low,1.0,1.0,1
-3.72206776071053,14.939281436421975,0.052397846072603046,D,C,D,High,High,1.0,0.0,0
10.88748619704186,-3.3065866237633177,10.237412900530597,C,A,B,Medium,High,1.0,0.0,1
18.84586305934609,24.26178003841775,8.898831754183833,,B,B,Medium,Medium,1.0,1.0,0
15.43243528272189,3.6835200384097124,19.07841246444393,B,A,B,Medium,,0.0,1.0,0
-4.888494217862741,9.772633703031223,1.8662384408749535,B,B,D,Medium,Low,0.0,1.0,1
-11.196174332890113,1.7969538110620695,-24.10978198547683,D,C,C,Low,Low,0.0,1.0,1
1.4088624691120395,-0.4946657132325152,4.271986176576811,B,A,A,High,High,0.0,0.0,1
-17.684393655628515,-2.5177867392637925,22.69031213666989,A,B,A,,High,0.0,0.0,1
3.2316771418478147,-2.096399934191622,10.259860938811926,A,C,B,High,Medium,1.0,0.0,1
-1.476025862986687,6.084916486780788,12.55300069453826,D,C,A,High,Medium,1.0,1.0,0
-4.660365018682422,3.6719979877538798,0.9482987273972947,C,C,B,Medium,High,1.0,1.0,0
-15.947030672667955,-0.31471370203683896,9.131366489264913,C,B,D,Medium,Low,0.0,0.0,1
5.136001065697165,15.095239926988544,13.079285323581349,A,C,B,High,Low,0.0,0.0,0
-5.327008396619114,-29.667530687407307,-3.34250314952914,C,C,D,High,High,1.0,0.0,1
-11.69916835710288,5.09887247921195,-5.007829496664757,B,B,B,Low,Low,1.0,1.0,0
-28.722622132816493,7.177387066589793,4.547030620260071,A,A,B,High,Low,1.0,1.0,0
-0.27514905050636257,11.469628682551695,9.69261530271471,D,C,D,Medium,High,1.0,1.0,0
17.72251596669744,-0.6487144105336112,-27.553690312614172,C,B,C,High,Medium,0.0,1.0,0
16.6125921454787,,-1.9477936697573073,D,A,D,Medium,High,1.0,1.0,0
-4.570962565862718,9.859483833147213,-19.53454249565677,D,C,B,Low,Medium,1.0,1.0,0
-6.022120603617806,14.9116640428018,-1.2257722882249653,C,B,A,Medium,Low,1.0,0.0,1
4.687742560750237,-3.0053598517876816,16.896144549262463,C,D,C,Medium,Medium,1.0,1.0,0
